estimate,p.value,conf.low,conf.high,method,alternative,annotation,padj,log_or,log_ci.lo,log_ci.hi,direction,source,model
0.6209367750956577,7.774201633738763e-46,0.5779588689146167,0.6664101096093401,Fisher's Exact Test for Count Data,two.sided,LTR,1.477098310410365e-44,-0.4765260136719595,-0.548252573889203,-0.4058500177623717,Age-Hypomethylated,RE,eq3_age_signif
0,1.0053461517961229e-4,0,0.37416131934529145,Fisher's Exact Test for Count Data,two.sided,Retroposon,4.0213846071844914e-4,-Inf,-Inf,-0.9830682394180306,Age-Hypomethylated,RE,eq3_age_signif
0.7135169008518107,1.8034217516127476e-6,0.6141849690295725,0.8246394172185679,Fisher's Exact Test for Count Data,two.sided,DNA,9.017108758063738e-6,-0.337549155097276,-0.4874591437112547,-0.19280905822850497,Age-Hypomethylated,RE,eq3_age_signif
5.906066798368853,0,5.489695312356531,6.349023655001447,Fisher's Exact Test for Count Data,two.sided,Simple_repeat,0,1.7759800935132484,1.702872755321319,1.848301045965188,Age-Hypermethylated,RE,Eq3 Age Significant
0.17206013207981022,2.6446867149677193e-14,0.08241491105124324,0.3168768617202326,Fisher's Exact Test for Count Data,two.sided,Satellite,3.702561400954807e-13,-1.759911258151137,-2.495988899078133,-1.1492420294027215,Age-Hypermethylated,RE,Eq3 Age Significant
1.571417684683601,2.9062142596929453e-87,1.504456245273526,1.6410763330704832,Fisher's Exact Test for Count Data,two.sided,SINE,6.39367137132448e-86,0.45197819579044146,0.4084315340951172,0.4953523272177505,Age-Hypermethylated,RE,Eq3 Age Significant
0.671276670512165,3.072124595499248e-10,0.5859145483169622,0.7658020648054572,Fisher's Exact Test for Count Data,two.sided,LINE,3.993761974149022e-9,-0.3985739013418044,-0.5345813220228899,-0.26683154367010825,Age-Hypermethylated,RE,Eq3 Age Significant
0.5769378291869803,6.287090629665798e-25,0.5132573894385567,0.6464772574454076,Fisher's Exact Test for Count Data,two.sided,LTR,1.0688054070431857e-23,-0.5500207666554281,-0.6669778258393279,-0.4362172593543241,Age-Hypermethylated,RE,Eq3 Age Significant
0,0.037460333271865966,0,0.9350726599940227,Fisher's Exact Test for Count Data,two.sided,Retroposon,0.07492066654373193,-Inf,-Inf,-0.06713104148925711,Age-Hypermethylated,RE,Eq3 Age Significant
0.6775611279722277,5.384887977372972e-4,0.5309650288788107,0.8524990213561721,Fisher's Exact Test for Count Data,two.sided,DNA,0.0021539551909491887,-0.38925550450911683,-0.633059118894287,-0.15958321779442375,Age-Hypermethylated,RE,Eq3 Age Significant
0.7638164994002777,1.0392689858259896e-5,0.6723318773256142,0.8645134870938325,Fisher's Exact Test for Count Data,two.sided,Simple_repeat,5.196344929129948e-5,-0.26942770269547045,-0.3970031953023251,-0.14558837294655674,Age-Hypomethylated,RE,Eq3 Age Significant
2.3312924389812966,6.050216212242106e-31,2.04371746047476,2.649617433101423,Fisher's Exact Test for Count Data,two.sided,Satellite,9.680345939587369e-30,0.8464228086330506,0.7147704340564387,0.9744152647091328,Age-Hypomethylated,RE,Eq3 Age Significant
1.267501895653793,8.882425081491614e-45,1.226795328011037,1.3094167757600714,Fisher's Exact Test for Count Data,two.sided,SINE,1.6876607654834065e-43,0.23704795206692925,0.20440534497799606,0.2695818287344985,Age-Hypomethylated,RE,Eq3 Age Significant
0.7180573015067672,5.086659421418121e-14,0.6546453620150778,0.7861426103601941,Fisher's Exact Test for Count Data,two.sided,LINE,5.595325363559934e-13,-0.33120590600584193,-0.4236616220121883,-0.24061706489353976,Age-Hypomethylated,RE,Eq3 Age Significant
0.6345833172256835,4.1131804594544086e-35,0.5866578062082322,0.6855300103437671,Fisher's Exact Test for Count Data,two.sided,LTR,6.992406781072495e-34,-0.4547866888239087,-0.5333135827862513,-0.3775630021725055,Age-Hypomethylated,RE,Eq3 Age Significant
0,7.534975396613328e-4,0,0.4604298289466303,Fisher's Exact Test for Count Data,two.sided,Retroposon,0.0022604926189839984,-Inf,-Inf,-0.7755948150354188,Age-Hypomethylated,RE,Eq3 Age Significant
0.7538707928805194,2.3591900699734418e-4,0.6417300933663225,0.8803235853014522,Fisher's Exact Test for Count Data,two.sided,DNA,9.436760279893767e-4,-0.2825342878857929,-0.44358747900872725,-0.1274657285290162,Age-Hypomethylated,RE,Eq3 Age Significant
